:Data_list: 20100414_Gp_mag_1m.txt
:Created: 2010 Apr 15 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Hp component = perpendicular to the satellite orbital plane or
#           parallel to the Earth's spin axis
# Label: He component = perpendicular to Hp and directed earthwards
# Label: Hn component = perpendicular to both Hp and He, directed eastwards
# Label: Total Field  = 
# Units: nanotesla (nT)
# Source: GOES-13
# Location: W081
# Missing data: -1.00e+05
#
#         1-minute GOES-13 Geomagnetic Components and Total Field
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day        Hp          He          Hn    Total Field
#-------------------------------------------------------------------------------
2010 04 14  1007   55300  36420     9.42e+01    4.64e+01    4.82e+00    1.05e+02
2010 04 14  1008   55300  36480     9.41e+01    4.63e+01    4.88e+00    1.05e+02
2010 04 14  1009   55300  36540     9.40e+01    4.62e+01    4.92e+00    1.05e+02
2010 04 14  1010   55300  36600     9.39e+01    4.62e+01    4.95e+00    1.05e+02
2010 04 14  1011   55300  36660     9.39e+01    4.62e+01    4.96e+00    1.05e+02
2010 04 14  1012   55300  36720     9.38e+01    4.61e+01    5.01e+00    1.05e+02
2010 04 14  1013   55300  36780     9.39e+01    4.61e+01    5.00e+00    1.05e+02
2010 04 14  1014   55300  36840     9.40e+01    4.63e+01    5.04e+00    1.05e+02
2010 04 14  1015   55300  36900     9.40e+01    4.64e+01    5.06e+00    1.05e+02
2010 04 14  1016   55300  36960     9.41e+01    4.64e+01    5.05e+00    1.05e+02
2010 04 14  1017   55300  37020     9.42e+01    4.64e+01    5.01e+00    1.05e+02
2010 04 14  1018   55300  37080     9.44e+01    4.65e+01    5.10e+00    1.05e+02
2010 04 14  1019   55300  37140     9.46e+01    4.65e+01    5.15e+00    1.06e+02
2010 04 14  1020   55300  37200     9.49e+01    4.66e+01    5.13e+00    1.06e+02
2010 04 14  1021   55300  37260     9.52e+01    4.67e+01    5.23e+00    1.06e+02
2010 04 14  1022   55300  37320     9.54e+01    4.69e+01    5.34e+00    1.06e+02
2010 04 14  1023   55300  37380     9.56e+01    4.70e+01    5.38e+00    1.07e+02
2010 04 14  1024   55300  37440     9.57e+01    4.71e+01    5.41e+00    1.07e+02
2010 04 14  1025   55300  37500     9.58e+01    4.74e+01    5.46e+00    1.07e+02
2010 04 14  1026   55300  37560     9.59e+01    4.75e+01    5.48e+00    1.07e+02
2010 04 14  1027   55300  37620     9.60e+01    4.77e+01    5.59e+00    1.07e+02
2010 04 14  1028   55300  37680     9.62e+01    4.78e+01    5.70e+00    1.08e+02
2010 04 14  1029   55300  37740     9.64e+01    4.78e+01    5.84e+00    1.08e+02
2010 04 14  1030   55300  37800     9.67e+01    4.78e+01    6.06e+00    1.08e+02
2010 04 14  1031   55300  37860     9.69e+01    4.77e+01    6.23e+00    1.08e+02
2010 04 14  1032   55300  37920     9.71e+01    4.75e+01    6.47e+00    1.08e+02
2010 04 14  1033   55300  37980     9.74e+01    4.74e+01    6.69e+00    1.08e+02
2010 04 14  1034   55300  38040     9.76e+01    4.72e+01    6.91e+00    1.09e+02
2010 04 14  1035   55300  38100     9.78e+01    4.72e+01    7.07e+00    1.09e+02
2010 04 14  1036   55300  38160     9.79e+01    4.71e+01    7.14e+00    1.09e+02
2010 04 14  1037   55300  38220     9.81e+01    4.70e+01    7.26e+00    1.09e+02
2010 04 14  1038   55300  38280     9.82e+01    4.69e+01    7.42e+00    1.09e+02
2010 04 14  1039   55300  38340     9.82e+01    4.67e+01    7.57e+00    1.09e+02
2010 04 14  1040   55300  38400     9.83e+01    4.65e+01    7.59e+00    1.09e+02
2010 04 14  1041   55300  38460     9.85e+01    4.62e+01    7.69e+00    1.09e+02
2010 04 14  1042   55300  38520     9.87e+01    4.60e+01    7.82e+00    1.09e+02
2010 04 14  1043   55300  38580     9.90e+01    4.58e+01    7.94e+00    1.09e+02
2010 04 14  1044   55300  38640     9.93e+01    4.55e+01    8.07e+00    1.10e+02
2010 04 14  1045   55300  38700     9.96e+01    4.53e+01    8.16e+00    1.10e+02
2010 04 14  1046   55300  38760     9.99e+01    4.50e+01    8.31e+00    1.10e+02
2010 04 14  1047   55300  38820     1.00e+02    4.48e+01    8.44e+00    1.10e+02
2010 04 14  1048   55300  38880     1.00e+02    4.44e+01    8.54e+00    1.10e+02
2010 04 14  1049   55300  38940     1.01e+02    4.40e+01    8.57e+00    1.10e+02
2010 04 14  1050   55300  39000     1.01e+02    4.38e+01    8.61e+00    1.10e+02
2010 04 14  1051   55300  39060     1.01e+02    4.36e+01    8.53e+00    1.11e+02
2010 04 14  1052   55300  39120     1.01e+02    4.37e+01    8.35e+00    1.11e+02
2010 04 14  1053   55300  39180     1.01e+02    4.36e+01    8.39e+00    1.10e+02
2010 04 14  1054   55300  39240     1.01e+02    4.35e+01    8.42e+00    1.10e+02
2010 04 14  1055   55300  39300     1.01e+02    4.32e+01    8.52e+00    1.10e+02
2010 04 14  1056   55300  39360     1.01e+02    4.29e+01    8.56e+00    1.10e+02
2010 04 14  1057   55300  39420     1.01e+02    4.27e+01    8.51e+00    1.10e+02
2010 04 14  1058   55300  39480     1.01e+02    4.26e+01    8.49e+00    1.10e+02
2010 04 14  1059   55300  39540     1.01e+02    4.25e+01    8.38e+00    1.10e+02
2010 04 14  1100   55300  39600     1.01e+02    4.24e+01    8.34e+00    1.10e+02
2010 04 14  1101   55300  39660     1.01e+02    4.23e+01    8.34e+00    1.10e+02
2010 04 14  1102   55300  39720     1.01e+02    4.23e+01    8.28e+00    1.10e+02
2010 04 14  1103   55300  39780     1.01e+02    4.22e+01    8.26e+00    1.10e+02
2010 04 14  1104   55300  39840     1.01e+02    4.21e+01    8.23e+00    1.10e+02
2010 04 14  1105   55300  39900     1.01e+02    4.20e+01    8.20e+00    1.10e+02
2010 04 14  1106   55300  39960     1.01e+02    4.18e+01    8.09e+00    1.10e+02
2010 04 14  1107   55300  40020     1.01e+02    4.17e+01    7.99e+00    1.10e+02
2010 04 14  1108   55300  40080     1.01e+02    4.16e+01    7.80e+00    1.10e+02
2010 04 14  1109   55300  40140     1.02e+02    4.15e+01    7.65e+00    1.10e+02
2010 04 14  1110   55300  40200     1.02e+02    4.14e+01    7.51e+00    1.10e+02
2010 04 14  1111   55300  40260     1.02e+02    4.13e+01    7.39e+00    1.10e+02
2010 04 14  1112   55300  40320     1.02e+02    4.14e+01    7.22e+00    1.10e+02
2010 04 14  1113   55300  40380     1.02e+02    4.15e+01    7.26e+00    1.10e+02
2010 04 14  1114   55300  40440     1.02e+02    4.14e+01    7.28e+00    1.10e+02
2010 04 14  1115   55300  40500     1.02e+02    4.12e+01    7.31e+00    1.10e+02
2010 04 14  1116   55300  40560     1.02e+02    4.12e+01    7.24e+00    1.10e+02
2010 04 14  1117   55300  40620     1.02e+02    4.12e+01    7.20e+00    1.10e+02
2010 04 14  1118   55300  40680     1.02e+02    4.12e+01    7.06e+00    1.10e+02
2010 04 14  1119   55300  40740     1.02e+02    4.12e+01    6.92e+00    1.10e+02
2010 04 14  1120   55300  40800     1.02e+02    4.12e+01    6.85e+00    1.10e+02
2010 04 14  1121   55300  40860     1.02e+02    4.13e+01    6.79e+00    1.10e+02
2010 04 14  1122   55300  40920     1.01e+02    4.14e+01    6.72e+00    1.10e+02
2010 04 14  1123   55300  40980     1.01e+02    4.15e+01    6.65e+00    1.10e+02
2010 04 14  1124   55300  41040     1.01e+02    4.16e+01    6.54e+00    1.10e+02
2010 04 14  1125   55300  41100     1.01e+02    4.18e+01    6.52e+00    1.10e+02
2010 04 14  1126   55300  41160     1.01e+02    4.19e+01    6.39e+00    1.10e+02
2010 04 14  1127   55300  41220     1.01e+02    4.20e+01    6.32e+00    1.10e+02
2010 04 14  1128   55300  41280     1.01e+02    4.21e+01    6.20e+00    1.10e+02
2010 04 14  1129   55300  41340     1.01e+02    4.21e+01    6.03e+00    1.10e+02
2010 04 14  1130   55300  41400     1.01e+02    4.21e+01    5.86e+00    1.10e+02
2010 04 14  1131   55300  41460     1.01e+02    4.22e+01    5.75e+00    1.10e+02
2010 04 14  1132   55300  41520     1.01e+02    4.23e+01    5.65e+00    1.10e+02
2010 04 14  1133   55300  41580     1.02e+02    4.23e+01    5.59e+00    1.10e+02
2010 04 14  1134   55300  41640     1.02e+02    4.23e+01    5.46e+00    1.10e+02
2010 04 14  1135   55300  41700     1.02e+02    4.24e+01    5.36e+00    1.10e+02
2010 04 14  1136   55300  41760     1.02e+02    4.26e+01    5.29e+00    1.11e+02
2010 04 14  1137   55300  41820     1.02e+02    4.29e+01    5.17e+00    1.11e+02
2010 04 14  1138   55300  41880     1.02e+02    4.31e+01    5.18e+00    1.11e+02
2010 04 14  1139   55300  41940     1.02e+02    4.33e+01    5.11e+00    1.11e+02
2010 04 14  1140   55300  42000     1.03e+02    4.33e+01    5.18e+00    1.11e+02
2010 04 14  1141   55300  42060     1.03e+02    4.32e+01    5.24e+00    1.11e+02
2010 04 14  1142   55300  42120     1.03e+02    4.28e+01    5.42e+00    1.12e+02
2010 04 14  1143   55300  42180     1.03e+02    4.26e+01    5.71e+00    1.12e+02
2010 04 14  1144   55300  42240     1.03e+02    4.23e+01    5.85e+00    1.12e+02
2010 04 14  1145   55300  42300     1.04e+02    4.22e+01    5.88e+00    1.12e+02
2010 04 14  1146   55300  42360     1.04e+02    4.24e+01    5.86e+00    1.12e+02
2010 04 14  1147   55300  42420     1.04e+02    4.26e+01    5.93e+00    1.13e+02
2010 04 14  1148   55300  42480     1.04e+02    4.26e+01    6.20e+00    1.13e+02
2010 04 14  1149   55300  42540     1.04e+02    4.25e+01    6.45e+00    1.13e+02
2010 04 14  1150   55300  42600     1.05e+02    4.22e+01    6.69e+00    1.13e+02
2010 04 14  1151   55300  42660     1.05e+02    4.20e+01    6.88e+00    1.13e+02
2010 04 14  1152   55300  42720     1.05e+02    4.18e+01    7.13e+00    1.14e+02
2010 04 14  1153   55300  42780     1.06e+02    4.15e+01    7.30e+00    1.14e+02
2010 04 14  1154   55300  42840     1.06e+02    4.14e+01    7.48e+00    1.14e+02
2010 04 14  1155   55300  42900     1.06e+02    4.13e+01    7.64e+00    1.14e+02
2010 04 14  1156   55300  42960     1.06e+02    4.12e+01    7.78e+00    1.14e+02
2010 04 14  1157   55300  43020     1.07e+02    4.11e+01    7.89e+00    1.15e+02
2010 04 14  1158   55300  43080     1.07e+02    4.10e+01    8.10e+00    1.15e+02
2010 04 14  1159   55300  43140     1.07e+02    4.07e+01    8.20e+00    1.15e+02
2010 04 14  1200   55300  43200     1.07e+02    4.06e+01    8.39e+00    1.15e+02
2010 04 14  1201   55300  43260     1.08e+02    4.03e+01    8.74e+00    1.16e+02
2010 04 14  1202   55300  43320     1.08e+02    4.00e+01    8.75e+00    1.16e+02
2010 04 14  1203   55300  43380     1.08e+02    3.98e+01    8.66e+00    1.16e+02
2010 04 14  1204   55300  43440     1.08e+02    3.93e+01    8.54e+00    1.15e+02
2010 04 14  1205   55300  43500     1.08e+02    3.89e+01    8.36e+00    1.15e+02
2010 04 14  1206   55300  43560     1.07e+02    3.89e+01    8.14e+00    1.15e+02
2010 04 14  1207   55300  43620     1.07e+02    3.90e+01    7.87e+00    1.14e+02
2010 04 14  1208   55300  43680     1.07e+02    3.93e+01    7.79e+00    1.14e+02
2010 04 14  1209   55300  43740     1.07e+02    3.96e+01    7.81e+00    1.14e+02
2010 04 14  1210   55300  43800     1.08e+02    3.98e+01    8.20e+00    1.15e+02
2010 04 14  1211   55300  43860     1.08e+02    3.97e+01    8.45e+00    1.16e+02
2010 04 14  1212   55300  43920     1.09e+02    3.98e+01    8.45e+00    1.16e+02
2010 04 14  1213   55300  43980     1.10e+02    4.00e+01    8.66e+00    1.17e+02
2010 04 14  1214   55300  44040     1.10e+02    3.99e+01    8.64e+00    1.17e+02
2010 04 14  1215   55300  44100     1.10e+02    4.01e+01    8.47e+00    1.18e+02
2010 04 14  1216   55300  44160     1.10e+02    4.02e+01    8.44e+00    1.18e+02
2010 04 14  1217   55300  44220     1.10e+02    4.04e+01    8.29e+00    1.18e+02
2010 04 14  1218   55300  44280     1.10e+02    4.03e+01    8.40e+00    1.18e+02
2010 04 14  1219   55300  44340     1.10e+02    4.01e+01    8.32e+00    1.18e+02
2010 04 14  1220   55300  44400     1.11e+02    4.00e+01    8.39e+00    1.18e+02
2010 04 14  1221   55300  44460     1.11e+02    4.00e+01    8.58e+00    1.18e+02
2010 04 14  1222   55300  44520     1.11e+02    4.00e+01    8.53e+00    1.18e+02
2010 04 14  1223   55300  44580     1.11e+02    3.99e+01    8.55e+00    1.18e+02
2010 04 14  1224   55300  44640     1.11e+02    3.99e+01    8.64e+00    1.18e+02
2010 04 14  1225   55300  44700     1.11e+02    3.98e+01    8.56e+00    1.19e+02
2010 04 14  1226   55300  44760     1.11e+02    3.96e+01    8.55e+00    1.19e+02
2010 04 14  1227   55300  44820     1.12e+02    3.96e+01    8.46e+00    1.19e+02
2010 04 14  1228   55300  44880     1.12e+02    3.95e+01    8.46e+00    1.19e+02
2010 04 14  1229   55300  44940     1.12e+02    3.95e+01    8.48e+00    1.19e+02
2010 04 14  1230   55300  45000     1.12e+02    3.95e+01    8.49e+00    1.19e+02
2010 04 14  1231   55300  45060     1.12e+02    3.96e+01    8.51e+00    1.19e+02
2010 04 14  1232   55300  45120     1.12e+02    3.96e+01    8.58e+00    1.19e+02
2010 04 14  1233   55300  45180     1.12e+02    3.95e+01    8.54e+00    1.19e+02
2010 04 14  1234   55300  45240     1.12e+02    3.94e+01    8.52e+00    1.19e+02
2010 04 14  1235   55300  45300     1.13e+02    3.94e+01    8.58e+00    1.20e+02
2010 04 14  1236   55300  45360     1.13e+02    3.94e+01    8.58e+00    1.20e+02
2010 04 14  1237   55300  45420     1.13e+02    3.94e+01    8.57e+00    1.20e+02
2010 04 14  1238   55300  45480     1.13e+02    3.93e+01    8.54e+00    1.20e+02
2010 04 14  1239   55300  45540     1.13e+02    3.93e+01    8.42e+00    1.20e+02
2010 04 14  1240   55300  45600     1.13e+02    3.93e+01    8.39e+00    1.20e+02
2010 04 14  1241   55300  45660     1.13e+02    3.93e+01    8.34e+00    1.20e+02
2010 04 14  1242   55300  45720     1.13e+02    3.92e+01    8.29e+00    1.20e+02
2010 04 14  1243   55300  45780     1.13e+02    3.93e+01    8.24e+00    1.20e+02
2010 04 14  1244   55300  45840     1.13e+02    3.93e+01    8.23e+00    1.20e+02
2010 04 14  1245   55300  45900     1.14e+02    3.93e+01    8.26e+00    1.20e+02
2010 04 14  1246   55300  45960     1.14e+02    3.93e+01    8.24e+00    1.21e+02
2010 04 14  1247   55300  46020     1.14e+02    3.94e+01    8.05e+00    1.20e+02
2010 04 14  1248   55300  46080     1.13e+02    3.95e+01    8.02e+00    1.20e+02
2010 04 14  1249   55300  46140     1.13e+02    3.95e+01    7.93e+00    1.20e+02
2010 04 14  1250   55300  46200     1.13e+02    3.96e+01    7.86e+00    1.20e+02
2010 04 14  1251   55300  46260     1.13e+02    3.95e+01    7.83e+00    1.20e+02
2010 04 14  1252   55300  46320     1.13e+02    3.94e+01    7.71e+00    1.20e+02
2010 04 14  1253   55300  46380     1.13e+02    3.94e+01    7.59e+00    1.20e+02
2010 04 14  1254   55300  46440     1.13e+02    3.94e+01    7.60e+00    1.20e+02
2010 04 14  1255   55300  46500     1.13e+02    3.94e+01    7.63e+00    1.20e+02
2010 04 14  1256   55300  46560     1.13e+02    3.95e+01    7.53e+00    1.20e+02
2010 04 14  1257   55300  46620     1.13e+02    3.94e+01    7.48e+00    1.20e+02
2010 04 14  1258   55300  46680     1.13e+02    3.95e+01    7.49e+00    1.20e+02
2010 04 14  1259   55300  46740     1.13e+02    3.95e+01    7.53e+00    1.20e+02
2010 04 14  1300   55300  46800     1.14e+02    3.94e+01    7.67e+00    1.20e+02
2010 04 14  1301   55300  46860     1.14e+02    3.94e+01    7.63e+00    1.21e+02
2010 04 14  1302   55300  46920     1.14e+02    3.93e+01    7.45e+00    1.20e+02
2010 04 14  1303   55300  46980     1.13e+02    3.92e+01    7.48e+00    1.20e+02
2010 04 14  1304   55300  47040     1.13e+02    3.92e+01    7.33e+00    1.20e+02
2010 04 14  1305   55300  47100     1.14e+02    3.91e+01    7.26e+00    1.20e+02
2010 04 14  1306   55300  47160     1.14e+02    3.92e+01    7.19e+00    1.20e+02
2010 04 14  1307   55300  47220     1.14e+02    3.92e+01    7.10e+00    1.20e+02
2010 04 14  1308   55300  47280     1.14e+02    3.92e+01    7.12e+00    1.21e+02
2010 04 14  1309   55300  47340     1.14e+02    3.92e+01    7.16e+00    1.21e+02
2010 04 14  1310   55300  47400     1.14e+02    3.92e+01    7.14e+00    1.21e+02
2010 04 14  1311   55300  47460     1.14e+02    3.93e+01    7.10e+00    1.21e+02
2010 04 14  1312   55300  47520     1.14e+02    3.93e+01    7.11e+00    1.21e+02
2010 04 14  1313   55300  47580     1.14e+02    3.94e+01    7.08e+00    1.21e+02
2010 04 14  1314   55300  47640     1.14e+02    3.94e+01    7.02e+00    1.21e+02
2010 04 14  1315   55300  47700     1.14e+02    3.94e+01    6.98e+00    1.21e+02
2010 04 14  1316   55300  47760     1.14e+02    3.95e+01    7.03e+00    1.21e+02
2010 04 14  1317   55300  47820     1.15e+02    3.95e+01    6.99e+00    1.21e+02
2010 04 14  1318   55300  47880     1.15e+02    3.95e+01    6.94e+00    1.22e+02
2010 04 14  1319   55300  47940     1.15e+02    3.95e+01    6.91e+00    1.22e+02
2010 04 14  1320   55300  48000     1.15e+02    3.95e+01    6.80e+00    1.22e+02
2010 04 14  1321   55300  48060     1.15e+02    3.95e+01    6.78e+00    1.22e+02
2010 04 14  1322   55300  48120     1.15e+02    3.95e+01    6.86e+00    1.22e+02
2010 04 14  1323   55300  48180     1.15e+02    3.94e+01    6.79e+00    1.22e+02
2010 04 14  1324   55300  48240     1.15e+02    3.94e+01    6.83e+00    1.22e+02
2010 04 14  1325   55300  48300     1.16e+02    3.94e+01    6.87e+00    1.22e+02
2010 04 14  1326   55300  48360     1.16e+02    3.93e+01    6.87e+00    1.22e+02
2010 04 14  1327   55300  48420     1.16e+02    3.93e+01    6.84e+00    1.22e+02
2010 04 14  1328   55300  48480     1.16e+02    3.93e+01    6.84e+00    1.23e+02
2010 04 14  1329   55300  48540     1.16e+02    3.92e+01    6.83e+00    1.23e+02
2010 04 14  1330   55300  48600     1.16e+02    3.91e+01    6.84e+00    1.23e+02
2010 04 14  1331   55300  48660     1.16e+02    3.90e+01    6.74e+00    1.23e+02
2010 04 14  1332   55300  48720     1.16e+02    3.89e+01    6.76e+00    1.23e+02
2010 04 14  1333   55300  48780     1.16e+02    3.89e+01    6.77e+00    1.23e+02
2010 04 14  1334   55300  48840     1.17e+02    3.89e+01    6.72e+00    1.23e+02
2010 04 14  1335   55300  48900     1.17e+02    3.89e+01    6.75e+00    1.23e+02
2010 04 14  1336   55300  48960     1.17e+02    3.88e+01    6.78e+00    1.24e+02
2010 04 14  1337   55300  49020     1.17e+02    3.88e+01    6.87e+00    1.24e+02
2010 04 14  1338   55300  49080     1.18e+02    3.87e+01    6.88e+00    1.24e+02
2010 04 14  1339   55300  49140     1.18e+02    3.86e+01    6.89e+00    1.24e+02
2010 04 14  1340   55300  49200     1.18e+02    3.84e+01    6.99e+00    1.25e+02
2010 04 14  1341   55300  49260     1.19e+02    3.83e+01    6.97e+00    1.25e+02
2010 04 14  1342   55300  49320     1.19e+02    3.82e+01    6.94e+00    1.25e+02
2010 04 14  1343   55300  49380     1.19e+02    3.82e+01    6.91e+00    1.25e+02
2010 04 14  1344   55300  49440     1.19e+02    3.81e+01    6.85e+00    1.25e+02
2010 04 14  1345   55300  49500     1.19e+02    3.81e+01    6.78e+00    1.25e+02
2010 04 14  1346   55300  49560     1.19e+02    3.81e+01    6.73e+00    1.25e+02
2010 04 14  1347   55300  49620     1.19e+02    3.81e+01    6.65e+00    1.25e+02
2010 04 14  1348   55300  49680     1.19e+02    3.81e+01    6.62e+00    1.25e+02
2010 04 14  1349   55300  49740     1.19e+02    3.81e+01    6.61e+00    1.25e+02
2010 04 14  1350   55300  49800     1.19e+02    3.81e+01    6.66e+00    1.25e+02
2010 04 14  1351   55300  49860     1.19e+02    3.81e+01    6.64e+00    1.25e+02
2010 04 14  1352   55300  49920     1.19e+02    3.80e+01    6.70e+00    1.25e+02
2010 04 14  1353   55300  49980     1.19e+02    3.80e+01    6.64e+00    1.25e+02
2010 04 14  1354   55300  50040     1.19e+02    3.79e+01    6.58e+00    1.25e+02
2010 04 14  1355   55300  50100     1.20e+02    3.78e+01    6.55e+00    1.26e+02
2010 04 14  1356   55300  50160     1.20e+02    3.77e+01    6.55e+00    1.26e+02
2010 04 14  1357   55300  50220     1.20e+02    3.76e+01    6.47e+00    1.26e+02
2010 04 14  1358   55300  50280     1.20e+02    3.76e+01    6.47e+00    1.26e+02
2010 04 14  1359   55300  50340     1.20e+02    3.76e+01    6.48e+00    1.26e+02
2010 04 14  1400   55300  50400     1.20e+02    3.75e+01    6.46e+00    1.26e+02
2010 04 14  1401   55300  50460     1.20e+02    3.76e+01    6.42e+00    1.26e+02
2010 04 14  1402   55300  50520     1.20e+02    3.76e+01    6.37e+00    1.26e+02
2010 04 14  1403   55300  50580     1.20e+02    3.75e+01    6.27e+00    1.26e+02
2010 04 14  1404   55300  50640     1.20e+02    3.75e+01    6.25e+00    1.26e+02
2010 04 14  1405   55300  50700     1.20e+02    3.75e+01    6.22e+00    1.26e+02
2010 04 14  1406   55300  50760     1.21e+02    3.75e+01    6.21e+00    1.26e+02
2010 04 14  1407   55300  50820     1.21e+02    3.75e+01    6.22e+00    1.26e+02
2010 04 14  1408   55300  50880     1.21e+02    3.75e+01    6.18e+00    1.27e+02
2010 04 14  1409   55300  50940     1.21e+02    3.75e+01    6.28e+00    1.27e+02
2010 04 14  1410   55300  51000     1.21e+02    3.75e+01    6.30e+00    1.27e+02
2010 04 14  1411   55300  51060     1.21e+02    3.75e+01    6.26e+00    1.27e+02
2010 04 14  1412   55300  51120     1.21e+02    3.74e+01    6.39e+00    1.27e+02
2010 04 14  1413   55300  51180     1.21e+02    3.73e+01    6.38e+00    1.27e+02
2010 04 14  1414   55300  51240     1.22e+02    3.74e+01    6.32e+00    1.27e+02
2010 04 14  1415   55300  51300     1.22e+02    3.73e+01    6.36e+00    1.27e+02
2010 04 14  1416   55300  51360     1.22e+02    3.73e+01    6.33e+00    1.28e+02
2010 04 14  1417   55300  51420     1.22e+02    3.73e+01    6.29e+00    1.28e+02
2010 04 14  1418   55300  51480     1.22e+02    3.73e+01    6.21e+00    1.28e+02
2010 04 14  1419   55300  51540     1.22e+02    3.73e+01    6.16e+00    1.28e+02
2010 04 14  1420   55300  51600     1.22e+02    3.72e+01    6.23e+00    1.28e+02
2010 04 14  1421   55300  51660     1.22e+02    3.72e+01    6.13e+00    1.28e+02
2010 04 14  1422   55300  51720     1.22e+02    3.71e+01    6.16e+00    1.28e+02
2010 04 14  1423   55300  51780     1.22e+02    3.72e+01    6.10e+00    1.28e+02
2010 04 14  1424   55300  51840     1.22e+02    3.72e+01    6.05e+00    1.28e+02
2010 04 14  1425   55300  51900     1.23e+02    3.72e+01    6.05e+00    1.28e+02
2010 04 14  1426   55300  51960     1.23e+02    3.71e+01    6.05e+00    1.29e+02
2010 04 14  1427   55300  52020     1.23e+02    3.69e+01    6.16e+00    1.29e+02
2010 04 14  1428   55300  52080     1.24e+02    3.67e+01    6.16e+00    1.29e+02
2010 04 14  1429   55300  52140     1.24e+02    3.66e+01    6.07e+00    1.29e+02
2010 04 14  1430   55300  52200     1.24e+02    3.63e+01    6.03e+00    1.30e+02
2010 04 14  1431   55300  52260     1.24e+02    3.62e+01    5.86e+00    1.30e+02
2010 04 14  1432   55300  52320     1.25e+02    3.62e+01    5.77e+00    1.30e+02
2010 04 14  1433   55300  52380     1.25e+02    3.62e+01    5.78e+00    1.30e+02
2010 04 14  1434   55300  52440     1.25e+02    3.63e+01    5.76e+00    1.31e+02
2010 04 14  1435   55300  52500     1.26e+02    3.61e+01    5.76e+00    1.31e+02
2010 04 14  1436   55300  52560     1.26e+02    3.61e+01    5.75e+00    1.31e+02
2010 04 14  1437   55300  52620     1.26e+02    3.62e+01    5.65e+00    1.31e+02
2010 04 14  1438   55300  52680     1.26e+02    3.60e+01    5.61e+00    1.31e+02
2010 04 14  1439   55300  52740     1.26e+02    3.58e+01    5.69e+00    1.31e+02
2010 04 14  1440   55300  52800     1.26e+02    3.57e+01    5.64e+00    1.31e+02
2010 04 14  1441   55300  52860     1.26e+02    3.57e+01    5.55e+00    1.32e+02
2010 04 14  1442   55300  52920     1.27e+02    3.56e+01    5.56e+00    1.32e+02
2010 04 14  1443   55300  52980     1.27e+02    3.55e+01    5.40e+00    1.32e+02
2010 04 14  1444   55300  53040     1.28e+02    3.54e+01    5.66e+00    1.33e+02
2010 04 14  1445   55300  53100     1.28e+02    3.55e+01    5.56e+00    1.33e+02
2010 04 14  1446   55300  53160     1.28e+02    3.56e+01    5.34e+00    1.33e+02
2010 04 14  1447   55300  53220     1.28e+02    3.55e+01    5.35e+00    1.33e+02
2010 04 14  1448   55300  53280     1.28e+02    3.53e+01    5.31e+00    1.33e+02
2010 04 14  1449   55300  53340     1.28e+02    3.55e+01    5.23e+00    1.33e+02
2010 04 14  1450   55300  53400     1.28e+02    3.57e+01    5.32e+00    1.33e+02
2010 04 14  1451   55300  53460     1.28e+02    3.57e+01    5.35e+00    1.33e+02
2010 04 14  1452   55300  53520     1.28e+02    3.58e+01    5.48e+00    1.33e+02
2010 04 14  1453   55300  53580     1.29e+02    3.58e+01    5.49e+00    1.34e+02
2010 04 14  1454   55300  53640     1.29e+02    3.57e+01    5.55e+00    1.34e+02
2010 04 14  1455   55300  53700     1.30e+02    3.55e+01    5.59e+00    1.34e+02
2010 04 14  1456   55300  53760     1.30e+02    3.55e+01    5.60e+00    1.35e+02
2010 04 14  1457   55300  53820     1.30e+02    3.56e+01    5.54e+00    1.35e+02
2010 04 14  1458   55300  53880     1.30e+02    3.56e+01    5.51e+00    1.35e+02
2010 04 14  1459   55300  53940     1.30e+02    3.56e+01    5.44e+00    1.35e+02
2010 04 14  1500   55300  54000     1.30e+02    3.55e+01    5.39e+00    1.35e+02
2010 04 14  1501   55300  54060     1.30e+02    3.55e+01    5.28e+00    1.35e+02
2010 04 14  1502   55300  54120     1.30e+02    3.54e+01    5.36e+00    1.35e+02
2010 04 14  1503   55300  54180     1.30e+02    3.54e+01    5.33e+00    1.35e+02
2010 04 14  1504   55300  54240     1.31e+02    3.53e+01    5.26e+00    1.35e+02
2010 04 14  1505   55300  54300     1.31e+02    3.53e+01    5.25e+00    1.35e+02
2010 04 14  1506   55300  54360     1.31e+02    3.52e+01    5.22e+00    1.36e+02
2010 04 14  1507   55300  54420     1.32e+02    3.51e+01    5.27e+00    1.36e+02
2010 04 14  1508   55300  54480     1.31e+02    3.51e+01    5.04e+00    1.36e+02
2010 04 14  1509   55300  54540     1.31e+02    3.51e+01    5.15e+00    1.36e+02
2010 04 14  1510   55300  54600     1.31e+02    3.52e+01    4.97e+00    1.35e+02
2010 04 14  1511   55300  54660     1.30e+02    3.54e+01    5.01e+00    1.35e+02
2010 04 14  1512   55300  54720     1.30e+02    3.54e+01    5.01e+00    1.35e+02
2010 04 14  1513   55300  54780     1.30e+02    3.52e+01    4.88e+00    1.34e+02
2010 04 14  1514   55300  54840     1.31e+02    3.51e+01    5.14e+00    1.35e+02
2010 04 14  1515   55300  54900     1.31e+02    3.52e+01    4.99e+00    1.36e+02
